pflanzen_id,deutscher_name,kategorie,aktivitaet,phase_von,phase_bis,monat_von,monat_bis,laufend,hinweis,quelle
KR000081,Echte Goldrute,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000082,Mädesüß,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000082,Mädesüß,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000082,Mädesüß,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000082,Mädesüß,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000082,Mädesüß,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000082,Mädesüß,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000082,Mädesüß,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000083,Holunder,Anbau,Pflanzung,7,8,,,0,Herbstpflanzung bevorzugt,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000083,Holunder,Anbau,Pflanzung,2,3,,,0,alternativ Frühjahr,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000083,Holunder,Nutzung,Blüte,4,4,,,0,Holunderblüte,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000083,Holunder,Nutzung,Ernte,4,4,,,0,Blütendolden (Sirup/Küchle),"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000083,Holunder,Nutzung,Ernte,7,7,,,1,reife Beeren – nur erhitzt genießbar,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000083,Holunder,Pflege,Rückschnitt,10,10,,,0,Auslichtung im Winter,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000084,Hagebuttenrose,Anbau,Pflanzung,7,8,,,0,Herbst,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000084,Hagebuttenrose,Anbau,Pflanzung,2,3,,,0,oder Frühjahr,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000084,Hagebuttenrose,Nutzung,Blüte,4,5,,,0,,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000084,Hagebuttenrose,Nutzung,Ernte,8,9,,,1,Hagebutten; nach erstem Frost milder,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000084,Hagebuttenrose,Pflege,Rückschnitt,10,10,,,0,Auslichtung,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000085,Damaszener-Rose,Anbau,Pflanzung,7,8,,,0,Herbst,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000085,Damaszener-Rose,Anbau,Pflanzung,2,3,,,0,oder Frühjahr,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000085,Damaszener-Rose,Nutzung,Blüte,4,4,,,0,,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000085,Damaszener-Rose,Nutzung,Ernte,4,4,,,0,"Blütenblätter, morgens ernten","Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000085,Damaszener-Rose,Pflege,Rückschnitt,5,5,,,0,nach der Blüte,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000086,Eibisch,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000086,Eibisch,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000086,Eibisch,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000086,Eibisch,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000086,Eibisch,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000086,Eibisch,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000086,Eibisch,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000086,Eibisch,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000087,Malve,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000087,Malve,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000088,Stockrose,Anbau,Aussaat,4,4,,,0,für Blüte im Folgejahr (zweijährig),"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000088,Stockrose,Anbau,Pflanzung,7,8,,,0,Jungpflanzen im Spätsommer,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000088,Stockrose,Nutzung,Blüte,5,5,,,1,Jul–Aug,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000088,Stockrose,Nutzung,Ernte,5,5,,,1,Blüten laufend,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000089,Ringelblume,Anbau,Direktsaat,3,3,,,0,ab Vollfrühling; Selbstaussaat,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000089,Ringelblume,Nutzung,Blüte,4,7,,,1,Frühsommer bis Frühherbst,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000089,Ringelblume,Nutzung,Ernte,4,7,,,1,Blüten laufend pflücken,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000090,Kornblume,Anbau,Direktsaat,3,3,,,0,Vollfrühling; auch Herbstaussaat,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000090,Kornblume,Anbau,Direktsaat,9,9,,,0,Herbstaussaat für frühe Blüte,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000090,Kornblume,Nutzung,Blüte,4,5,,,1,,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000090,Kornblume,Nutzung,Ernte,4,5,,,1,Blüten frisch verwenden,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000091,Duftveilchen,Anbau,Pflanzung,7,8,,,0,Herbst,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000091,Duftveilchen,Anbau,Pflanzung,2,3,,,0,oder Frühjahr,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000091,Duftveilchen,Anbau,Teilung/Vermehrung,7,8,,,0,über Ausläufer,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000091,Duftveilchen,Nutzung,Blüte,2,2,,,0,Erstfrühling,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000091,Duftveilchen,Nutzung,Ernte,2,2,,,0,Blüten; Blätter im Frühjahr,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000091,Duftveilchen,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000092,Hornveilchen,Anbau,Pflanzung,2,3,,,0,Frühjahr,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000092,Hornveilchen,Anbau,Pflanzung,7,8,,,0,oder Spätsommer,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000092,Hornveilchen,Nutzung,Blüte,2,4,,,1,"Frühjahr, oft Nachblüte im Herbst","Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000092,Hornveilchen,Nutzung,Ernte,2,4,,,1,Blüten laufend,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000092,Hornveilchen,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000093,Taglilie,Anbau,Pflanzung,2,3,,,0,Frühjahr,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000093,Taglilie,Anbau,Teilung/Vermehrung,7,8,,,0,Teilung Spätsommer/Herbst,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000093,Taglilie,Nutzung,Blüte,5,5,,,1,Hochsommer,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000093,Taglilie,Nutzung,Ernte,5,5,,,1,Knospen/Blüten; Einzelblüte 1 Tag,"Kräuterschule – fachlich ergänzt, phänologisch verankert"
KR000093,Taglilie,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000094,Gänseblümchen,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000094,Gänseblümchen,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000095,Schafgarbe,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000095,Schafgarbe,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000096,Löwenzahn,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000096,Löwenzahn,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000097,Brennnessel,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000097,Brennnessel,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000098,Kleine Brennnessel,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000098,Kleine Brennnessel,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000099,Giersch,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Anbau,Aussaat,7,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Anbau,Teilung/Vermehrung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Anbau,Pflanzung,7,8,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Nutzung,Blüte,4,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Pflege,Pflege (allgemein),,,,,1,Selbstaussaat möglich; junge Blätter bevorzugt ernten; Rückschnitt nach Bedarf; Samenstände bei Bedarf stehen lassen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000099,Giersch,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
